id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
ENSG00000125347.13	30487.2539296213	5.55914678490388	0.218390226676222	25.4551079025421	6.19761143014447e-143	1.43970513522256e-138	IRF1
ENSG00000111181.12	687.518774856768	4.7099855968679	0.195910867487767	24.0414718043245	1.02513997187692e-127	1.19070007733504e-123	SLC6A12
ENSG00000162645.12	36639.9865994442	6.66497525645629	0.286603253036573	23.25505794453	1.26441733139774e-119	9.79080486945653e-116	GBP2
ENSG00000137496.17	7118.88521898265	4.05787463182097	0.177049380295295	22.9194512008625	2.97301657514309e-116	1.72657937601435e-112	IL18BP
ENSG00000145365.10	3642.65738526404	5.19246184680314	0.23714066050422	21.8961262727475	2.82828604553765e-106	1.31402169675679e-102	TIFA
ENSG00000204257.14	1906.26138120014	4.07091070855678	0.190574943022368	21.3612064838921	3.0678459312606e-101	1.18776768305306e-97	HLA-DMA
ENSG00000174944.8	1325.86619778208	9.86382768644561	0.472273565604655	20.8858348313797	7.2034764996632e-97	2.3905251298168e-93	P2RY14
ENSG00000100336.17	2553.09355559687	8.70771410938233	0.42181310644865	20.6435361449405	1.11592080990845e-94	3.24035505177165e-91	APOL4
ENSG00000231389.7	5128.75971026578	5.59340258155348	0.284467377503173	19.662720662903	4.49938280968991e-86	1.1613406963233e-82	HLA-DPA1
ENSG00000134470.20	4449.74019420758	4.29969632859003	0.219822233916558	19.5598791440822	3.39881925017923e-85	7.89545711816634e-82	IL15RA
ENSG00000204267.13	10418.4684813577	3.45758604895156	0.178869813053553	19.3301820465166	2.99359825676762e-83	6.32193522770107e-80	TAP2
ENSG00000129244.8	682.83862544555	7.19117185946089	0.381516647312713	18.8489071449786	2.99975507386451e-79	5.80702586382271e-76	ATP1B2
ENSG00000100911.15	11085.7166332061	3.35855372317097	0.17864553652926	18.8000987229864	7.53759608518177e-79	1.34691043891363e-75	PSME2
ENSG00000154451.14	17107.5129265278	10.3751686942473	0.552416805784265	18.7814139352941	1.07187378269731e-78	1.77854485514704e-75	GBP5
ENSG00000100342.20	4106.06009429898	7.1346328105818	0.395801772291879	18.0257727732468	1.22291393103727e-72	1.89388604119972e-69	APOL1
ENSG00000133321.10	1390.65221335009	7.4486987821614	0.419844161659713	17.7415800012925	2.00224991968702e-70	2.90701660214559e-67	PLAAT4
ENSG00000136436.14	4836.66402499287	2.82745928725671	0.160913788251324	17.5712679316245	4.08929908015501e-69	5.58790691952947e-66	CALCOCO2
ENSG00000128284.19	13328.8098615821	7.97644809403788	0.454976278391183	17.5315691671728	8.22674651199185e-69	1.06170734151984e-65	APOL3
ENSG00000242574.8	2264.32834382401	3.81873480577694	0.220077534414196	17.3517702110835	1.9125863228632e-67	2.33838843579538e-64	HLA-DMB
ENSG00000101017.13	27878.3106009744	3.47745336937242	0.200569398498754	17.3379059587399	2.4344570065149e-67	2.82762181306706e-64	CD40
ENSG00000162654.8	52059.2092668532	9.75163572935118	0.569984969486612	17.1085840002667	1.28075326604377e-65	1.41675706524746e-62	GBP4
ENSG00000172399.5	716.125847048923	-7.8308536751197	0.463505143130498	-16.8948582150144	4.90892499576927e-64	5.18337852962365e-61	MYOZ2
ENSG00000174749.5	1394.81763973733	2.9248146548311	0.173819537385161	16.826731326238	1.55450317045264e-63	1.57004820215716e-60	FAM241A
ENSG00000254838.5	136.298137932524	5.59041657314949	0.336451747998105	16.615804811277	5.35513259272538e-62	5.18332208870877e-59	GVINP1
ENSG00000225492.6	1290.19708532606	6.14079920774945	0.374153506577453	16.4125127783033	1.55628853297443e-60	1.44610330483984e-57	GBP1P1
ENSG00000183734.4	892.554378319144	4.2361974238942	0.259878584656687	16.3006791401855	9.76015749524768e-60	8.72032533133091e-57	ASCL2
ENSG00000213626.12	4434.63265925662	-4.42909662158132	0.274584264565696	-16.1301909582719	1.56535703588388e-58	1.34678681272528e-55	LBH
ENSG00000168394.11	38572.0145549028	5.35582220472698	0.337245400250525	15.8810830355236	8.56860282736595e-57	7.10888013141825e-54	TAP1
